ID,Normed_Dry_Yld_Vol
1,0.57797651
,
1,0.592078037
,
1,0.779951816
,
1,0.662601086
,
1,0.589419975
,
1,0.541964894
,
1,0.542612197
,
1,0.711165523
,
1,0.517408787
,
1,0.712172416
,
1,0.683379923
,
1,0.578281576
,
1,0.681631258
,
1,0.51836445
,
1,0.660992632
,
1,0.780754696
,
1,0.695711238
,
1,0.681050408
,
1,0.677209692
,
1,0.698164166
,
1,0.70087443
,
1,0.592009541
,
1,0.592699837
,
1,0.781731426
,
1,0.53001501
,
1,0.78269087
,
1,0.713414023
,
1,0.698891973
,
1,0.52963366
,
1,0.703151521
,
1,0.543120999
,
1,0.545021662
,
1,0.528774798
,
1,0.515922505
,
1,0.703652335
,
1,0.660284908
,
1,0.69954762
,
1,0.698503417
,
1,0.699165876
,
1,0.696160293
,
1,0.577779102
,
1,0.589634489
,
1,0.782040924
,
1,0.697200037
,
1,0.518802171
,
1,0.683813222
,
1,0.517630576
,
1,0.658848078
,
1,0.68509144
,
1,0.539705603
,
1,0.579457674
,
1,0.542360186
,
1,0.543696538
,
1,0.677196482
,
1,0.677887789
,
1,0.575926581
,
1,0.544632778
,
1,0.661273766
,
1,0.6829621
,
1,0.678764301
,
1,0.541939146
,
1,0.662395695
,
1,0.711715541
,
1,0.546299643
,
1,0.658917718
,
1,0.589447128
,
1,0.663014673
,
1,0.696242285
,
1,0.530399668
,
1,0.577192712
,
1,0.59290621
,
1,0.700876128
,
1,0.541377427
,
1,0.544124272
,
1,0.542299162
,
1,0.517423727
,
1,0.683847268
,
1,0.539932837
,
1,0.678782613
,
1,0.530068066
,
1,0.577174531
,
1,0.542292204
,
1,0.592031098
,
1,0.679902829
,
1,0.531970363
,
1,0.658465066
,
1,0.578745817
,
1,0.683735844
,
1,0.579191511
,
1,0.539457973
,
1,0.579210083
,
1,0.540256479
,
1,0.531583494
,
1,0.516948803
,
1,0.57766735
,
1,0.684441492
,
1,0.54592031
,
1,0.684125801
,
1,0.519831105
,
1,0.660203879
,
1,0.78190165
,
1,0.538845178
,
1,0.542485454
,
1,0.59312006
,
1,0.531560283
,
1,0.685221423
,
1,0.69742124
,
1,0.659362614
,
1,0.700670122
,
1,0.713048591
,
1,0.703535348
,
1,0.694757276
,
1,0.782242099
,
1,0.518749754
,
1,0.678742395
,
1,0.696234526
,
1,0.703169985
,
1,0.545401984
,
1,0.703719624
,
1,0.532566154
,
1,0.512783852
,
1,0.708031214
,
1,0.780741043
,
1,0.710257139
,
1,0.661508464
,
1,0.701909418
,
1,0.527485627
,
1,0.54026112
,
1,0.676623943
,
1,0.660855938
,
1,0.546130752
,
1,0.592726338
,
1,0.589594581
,
1,0.702614455
,
1,0.679199192
,
1,0.58945559
,
1,0.713102977
,
1,0.530106831
,
1,0.659899074
,
1,0.579150388
,
1,0.698534907
,
1,0.683642997
,
1,0.702047439
,
1,0.783294391
,
1,0.698542085
,
1,0.594058307
,
1,0.6992375
,
1,0.680774581
,
1,0.699240946
,
1,0.679204584
,
1,0.783534249
,
1,0.543301565
,
1,0.579070805
,
1,0.77940246
,
1,0.682144142
,
1,0.782608736
,
1,0.699319951
,
1,0.545474629
,
1,0.528194494
,
1,0.682547372
,
1,0.531117132
,
1,0.701726437
,
1,0.660582037
,
1,0.579465405
,
1,0.546258506
,
1,0.697743303
,
1,0.544817468
,
1,0.531593443
,
1,0.518311633
,
1,0.546559769
,
1,0.593250872
,
1,0.781530243
,
1,0.712071632
,
1,0.70267352
,
1,0.784119714
,
1,0.781814994
,
1,0.51608758
,
1,0.69604986
,
1,0.698344624
,
1,0.655865294
,
1,0.779054271
,
1,0.783066494
,
1,0.698192976
,
1,0.529517606
,
1,0.701026935
,
1,0.517684223
,
1,0.704006049
,
1,0.713992009
,
1,0.545400344
,
1,0.700170968
,
1,0.518264044
,
1,0.681600304
,
1,0.684509581
,
1,0.780682232
,
1,0.677949413
,
1,0.713019845
,
1,0.684292938
,
1,0.547381133
,
1,0.532225697
,
1,0.57791019
,
1,0.592974695
,
1,0.7102084
,
1,0.696176259
,
1,0.780917451
,
1,0.659265902
,
1,0.701086668
,
1,0.698128685
,
1,0.676737288
,
1,0.702640034
,
1,0.545968503
,
1,0.541746707
,
1,0.576660942
,
1,0.780863433
,
1,0.578428588
,
1,0.698757826
,
1,0.683085896
,
1,0.685685673
,
1,0.542032987
,
1,0.51993325
,
1,0.695758442
,
1,0.518292909
,
1,0.531858727
,
1,0.577825069
,
1,0.677673959
,
1,0.782093537
,
1,0.513242298
,
1,0.679911687
,
1,0.684452099
,
1,0.65903249
,
1,0.520188415
,
1,0.70765582
,
1,0.698478276
,
1,0.532805302
,
1,0.545982591
,
1,0.579358623
,
1,0.590737606
,
1,0.702329861
,
1,0.678975747
,
1,0.711613849
,
1,0.594797385
,
1,0.593169947
,
1,0.544286164
,
1,0.67827837
,
1,0.703890032
,
1,0.543469088
,
1,0.780719929
,
1,0.545901732
,
1,0.589137236
,
1,0.704497569
,
1,0.67882862
,
1,0.683658465
,
1,0.658784886
,
1,0.541402745
,
1,0.546266937
,
1,0.539165917
,
1,0.6615291
,
1,0.592356084
,
1,0.713121538
,
1,0.518521933
,
1,0.710688897
,
1,0.697720213
,
1,0.703139376
,
1,0.71298807
,
1,0.593636853
,
1,0.709558459
,
1,0.544584049
,
1,0.677684161
,
1,0.701478365
,
1,0.590757779
,
1,0.517116579
,
1,0.658288657
,
1,0.54382964
,
1,0.698735173
,
1,0.544160793
,
1,0.781704353
,
1,0.678069773
,
1,0.545268813
,
1,0.593901819
,
1,0.544827789
,
1,0.712861561
,
1,0.543274084
,
1,0.544704895
,
1,0.695544717
,
1,0.703243724
,
1,0.529699076
,
1,0.704162239
,
1,0.658387697
,
1,0.711151815
,
1,0.593399289
,
1,0.679439765
,
1,0.697923802
,
1,0.528489621
,
1,0.678951919
,
1,0.541499106
,
1,0.539479646
,
1,0.698815077
,
1,0.713164876
,
1,0.659973873
,
1,0.661872636
,
1,0.77877854
,
1,0.531041869
,
1,0.542137095
,
1,0.711060291
,
1,0.52103269
,
1,0.518874757
,
1,0.546234174
,
1,0.678801169
,
1,0.68574758
,
1,0.519182813
,
1,0.577776068
,
1,0.703035013
,
1,0.702667606
,
1,0.678391575
,
1,0.658790045
,
1,0.543041961
,
1,0.661210753
,
1,0.660177623
,
1,0.541050341
,
1,0.677156333
,
1,0.678435391
,
1,0.68324507
,
1,0.546471204
,
1,0.676127916
,
1,0.580621377
,
1,0.712592301
,
1,0.781344557
,
1,0.592310472
,
1,0.680317084
,
1,0.712732457
,
1,0.784315731
,
1,0.517958067
,
1,0.704177393
,
1,0.51760582
,
1,0.519595322
,
1,0.781291498
,
1,0.702736305
,
1,0.517825102
,
1,0.59272243
,
1,0.542363133
,
1,0.710386058
,
1,0.686173141
,
1,0.542651983
,
1,0.579248309
,
1,0.69952796
,
1,0.541971084
,
1,0.516974251
,
1,0.711317619
,
1,0.529526885
,
1,0.70179232
,
1,0.59313783
,
1,0.696410194
,
1,0.781504935
,
1,0.695700838
,
1,0.682958229
,
1,0.700807435
,
1,0.678120199
,
1,0.781829435
,
1,0.546959086
,
1,0.660484541
,
1,0.681136052
,
1,0.545779475
,
1,0.518737289
,
1,0.705204257
,
1,0.678264172
,
1,0.532326284
,
1,0.540206961
,
1,0.591890069
,
1,0.661776692
,
1,0.543260663
,
1,0.703993961
,
1,0.54346986
,
1,0.683441816
,
1,0.593033098
,
1,0.680751006
,
1,0.701989378
,
1,0.589615679
,
1,0.545777934
,
1,0.683364445
,
1,0.532202479
,
1,0.578411572
,
1,0.544781353
,
1,0.542967675
,
1,0.545406546
,
1,0.712425173
,
1,0.686211821
,
1,0.676000629
,
1,0.684838425
,
1,0.699039558
,
1,0.589471139
,
1,0.541851163
,
1,0.661157702
,
1,0.678853188
,
1,0.659356424
,
1,0.516007265
,
1,0.547232579
,
1,0.578914642
,
1,0.684067436
,
1,0.53077106
,
1,0.701899562
,
1,0.660428165
,
1,0.593446555
,
1,0.782603172
,
1,0.678920619
,
1,0.782582547
,
1,0.515741755
,
1,0.545954627
,
1,0.67956755
,
1,0.592289748
,
1,0.531699559
,
1,0.591593465
,
1,0.658520775
,
1,0.53091033
,
1,0.520691588
,
1,0.531954892
,
1,0.661157696
,
1,0.544409957
,
1,0.659037645
,
1,0.59144718
,
1,0.52336866
,
1,0.712069253
,
1,0.578070558
,
1,0.712341612
,
1,0.681844041
,
1,0.782017711
,
1,0.591453268
,
1,0.529266906
,
1,0.54087754
,
1,0.577747697
,
1,0.531665787
,
1,0.548309625
,
1,0.530899627
,
1,0.780926739
,
1,0.591004265
,
1,0.780787462
,
1,0.529935425
,
1,0.783387233
,
1,0.703962588
,
1,0.682324529
,
1,0.698813381
,
1,0.577144175
,
1,0.516260939
,
1,0.713044173
,
1,0.780429326
,
1,0.712328759
,
1,0.518265926
,
1,0.701577704
,
1,0.590666448
,
1,0.683123037
,
1,0.696336763
,
1,0.590414722
,
1,0.660208571
,
1,0.782412317
,
1,0.782327209
,
1,0.576912054
,
1,0.517675696
,
1,0.713655428
,
1,0.781474548
,
1,0.709178548
,
1,0.712710348
,
1,0.575991299
,
1,0.685438077
,
1,0.700982212
,
1,0.660056778
,
1,0.681575012
,
1,0.547018581
,
1,0.66206298
,
1,0.702735503
,
1,0.678163423
,
1,0.659637293
,
1,0.542659728
,
1,0.518946599
,
1,0.696031541
,
1,0.577682276
,
1,0.684865507
,
1,0.659291427
,
1,0.54494384
,
1,0.578273843
,
1,0.699733116
,
1,0.683791556
,
1,0.59294978
,
1,0.697459866
,
1,0.711673097
,
1,0.676864531
,
1,0.575783938
,
1,0.686279906
,
1,0.542132031
,
1,0.683426341
,
1,0.702084792
,
1,0.677982671
,
1,0.54202737
,
1,0.52923131
,
1,0.532620311
,
1,0.517223749
,
1,0.679093296
,
1,0.71301838
,
1,0.577353093
,
1,0.516058329
,
1,0.592703485
,
1,0.518930467
,
1,0.515168349
,
1,0.542921251
,
1,0.711784513
,
1,0.517936979
,
1,0.542074255
,
1,0.685407126
,
1,0.591091157
,
1,0.575721593
,
1,0.781923071
,
1,0.778651928
,
1,0.546250063
,
1,0.693921265
,
1,0.713585791
,
1,0.517456721
,
1,0.704350003
,
1,0.683311398
,
1,0.697185064
,
1,0.703880004
,
1,0.518219751
,
1,0.781623097
,
1,0.78189649
,
1,0.545059898
,
1,0.71331438
,
1,0.592183989
,
1,0.683735844
,
1,0.544769756
,
1,0.702646864
,
1,0.544484236
,
1,0.678320522
,
1,0.546731187
,
1,0.531552543
,
1,0.779431862
,
1,0.658330953
,
1,0.71367864
,
1,0.578153903
,
1,0.783461519
,
1,0.68169316
,
1,0.542837691
,
1,0.546054712
,
1,0.544771042
,
1,0.65991584
,
1,0.711682376
,
1,0.781623108
,
1,0.679631365
,
1,0.579326131
,
1,0.529849709
,
1,0.781907113
,
1,0.59232966
,
1,0.660937174
,
1,0.546737824
,
1,0.698558396
,
1,0.528844439
,
1,0.530645051
,
1,0.541665469
,
1,0.782389112
,
1,0.518308382
,
1,0.579333871
,
1,0.702130782
,
1,0.677615582
,
1,0.676876465
,
1,0.702053407
,
1,0.51813071
,
1,0.682853776
,
1,0.702771094
,
1,0.545409874
,
1,0.683603203
,
1,0.684037597
,
1,0.592846469
,
1,0.517119909
,
1,0.681491728
,
1,0.661002946
,
1,0.684757178
,
1,0.781135643
,
1,0.780773178
,
1,0.578088739
,
1,0.578784052
,
1,0.547828988
,
1,0.589294526
,
1,0.779825809
,
1,0.70215761
,
1,0.518297732
,
1,0.517331842
,
1,0.661131172
,
1,0.576627177
,
1,0.518210379
,
1,0.703355216
,
1,0.578549808
,
1,0.530576925
,
1,0.678861953
,
1,0.6802265
,
1,0.593267101
,
1,0.703090093
,
1,0.684602422
,
1,0.782765152
,
1,0.578678302
,
1,0.541647532
,
1,0.578425078
,
1,0.676960651
,
1,0.698168476
,
1,0.68008546
,
1,0.541372728
,
1,0.541015805
,
1,0.678902685
,
1,0.595535849
,
1,0.531998726
,
1,0.712631504
,
1,0.699987793
,
1,0.684556004
,
1,0.678532235
,
1,0.543175603
,
1,0.684491894
,
1,0.54293053
,
1,0.782044024
,
1,0.683983439
,
1,0.54341335
,
1,0.576480299
,
1,0.588098924
,
1,0.531674236
,
1,0.697515076
,
1,0.577635855
,
1,0.700170011
,
1,0.703871267
,
1,0.536935129
,
1,0.517046941
,
1,0.545366299
,
1,0.697173032
,
1,0.5454313
,
1,0.514928671
,
1,0.579784049
,
1,0.777550995
,
1,0.543162651
,
1,0.69819415
,
1,0.543255511
,
1,0.679830304
,
1,0.518145893
,
1,0.661473388
,
1,0.702741983
,
1,0.707894126
,
1,0.545820105
,
1,0.694007978
,
1,0.712940999
,
1,0.545134178
,
1,0.54131496
,
1,0.676393156
,
1,0.51852193
,
1,0.660956519
,
1,0.593398065
,
1,0.782257571
,
1,0.661797329
,
1,0.541435662
,
1,0.546127666
,
1,0.594002288
,
1,0.542082925
,
1,0.684091764
,
1,0.779891738
,
1,0.515328055
,
1,0.701657131
,
1,0.57778948
,
1,0.712499449
,
1,0.703473307
,
1,0.784366374
,
1,0.683318016
,
1,0.592245063
,
1,0.77859731
,
1,0.589207191
,
1,0.518178399
,
1,0.710428915
,
1,0.711855419
,
1,0.712269014
,
1,0.593794512
,
1,0.579756241
,
1,0.683865833
,
1,0.541870509
,
1,0.575681804
,
1,0.702892292
,
1,0.781907839
,
1,0.699137993
,
1,0.676210104
,
1,0.683921551
,
1,0.699809126
,
1,0.528278416
,
1,0.700362195
,
1,0.544479595
,
1,0.540279174
,
1,0.578357547
,
1,0.518985398
,
1,0.517757169
,
1,0.578314348
,
1,0.547038756
,
1,0.686136655
,
1,0.589664167
,
1,0.518772731
,
1,0.782560877
,
1,0.54608125
,
1,0.712816457
,
1,0.660239519
,
1,0.660120882
,
1,0.592906511
,
1,0.782644445
,
1,0.591573093
,
1,0.703599781
,
1,0.700263694
,
1,0.782293679
,
1,0.782347328
,
1,0.540237914
,
1,0.577327756
,
1,0.662942469
,
1,0.530435375
,
1,0.713943925
,
1,0.7037723
,
1,0.592638766
,
1,0.542438431
,
1,0.712013984
,
1,0.700215832
,
1,0.712877202
,
1,0.699206164
,
1,0.542862474
,
1,0.530573758
,
1,0.713293982
,
1,0.544279981
,
1,0.528831545
,
1,0.545955234
,
1,0.703577812
,
1,0.678121342
,
1,0.518726202
,
1,0.713957185
,
1,0.51717814
,
1,0.658362935
,
1,0.698417047
,
1,0.780061049
,
1,0.518029366
,
1,0.782576032
,
1,0.546285518
,
1,0.659405172
,
1,0.517825569
,
1,0.699699809
,
1,0.519506137
,
1,0.582424083
,
1,0.781056723
,
1,0.580132763
,
1,0.660934859
,
1,0.543069811
,
1,0.593153106
,
1,0.530577633
,
1,0.710237028
,
1,0.705384284
,
1,0.577790806
,
1,0.696086916
,
1,0.519578377
,
1,0.68388441
,
1,0.541042603
,
1,0.541920799
,
1,0.699509211
,
1,0.662086187
,
1,0.70385092
,
1,0.51859848
,
1,0.782205517
,
1,0.660332373
,
1,0.677486748
,
1,0.685995171
,
1,0.579333874
,
1,0.686010647
,
1,0.515939539
,
1,0.778575963
,
1,0.577588782
,
1,0.519645403
,
1,0.531606704
,
1,0.592124224
,
1,0.516971357
,
1,0.67960405
,
1,0.679523366
,
1,0.544224257
,
1,0.51748243
,
1,0.54358048
,
1,0.528449839
,
1,0.516310055
,
1,0.576503159
,
1,0.659915836
,
1,0.541643914
,
1,0.69674656
,
1,0.698486642
,
1,0.542108154
,
1,0.66098747
,
1,0.531258523
,
1,0.529981845
,
1,0.685418733
,
1,0.713604359
,
1,0.701018187
,
1,0.545202747
,
1,0.68226057
,
1,0.678718584
,
1,0.782226618
,
1,0.703330585
,
1,0.679205592
,
1,0.698147764
,
1,0.697121188
,
1,0.517385405
,
1,0.517899239
,
1,0.703916809
,
1,0.580864477
,
1,0.78125171
,
1,0.573174875
,
1,0.544038561
,
1,0.703118346
,
1,0.592556281
,
1,0.702759055
,
1,0.577318265
,
1,0.526229193
,
1,0.682449095
,
1,0.714073247
,
1,0.592062588
,
1,0.53044252
,
1,0.573253442
,
1,0.591082695
,
1,0.529971135
,
1,0.541946337
,
1,0.684261986
,
1,0.519201588
,
1,0.579457667
,
1,0.589836144
,
1,0.687565873
,
1,0.58069566
,
1,0.682076168
,
1,0.541985161
,
1,0.70391366
,
1,0.531258525
,
1,0.702287994
,
1,0.542436912
,
1,0.682389521
,
1,0.531204358
,
1,0.542142484
,
1,0.679095611
,
1,0.578081592
,
1,0.698160254
,
1,0.71145026
,
1,0.544928364
,
1,0.782204626
,
1,0.701418536
,
1,0.65964116
,
1,0.529735429
,
1,0.573397707
,
1,0.70209055
,
1,0.519205536
,
1,0.531923946
,
1,0.782536121
,
1,0.713400095
,
1,0.678321525
,
1,0.659300712
,
1,0.69721353
,
1,0.532395924
,
1,0.594855777
,
1,0.517321399
,
1,0.714421427
,
1,0.545468439
,
1,0.530321103
,
1,0.676255268
,
1,0.534073839
,
1,0.682374055
,
1,0.660404583
,
1,0.54255913
,
1,0.662034597
,
1,0.592400948
,
1,0.71279878
,
1,0.659616403
,
1,0.515342139
,
1,0.59222144
,
1,0.528465305
,
1,0.590194187
,
1,0.782215022
,
1,0.703831932
,
1,0.782876566
,
1,0.678793268
,
1,0.546496337
,
1,0.66057997
,
1,0.536809117
,
1,0.543011781
,
1,0.702101209
,
1,0.54110801
,
1,0.781205283
,
1,0.684130444
,
1,0.547311496
,
1,0.780058951
,
1,0.714316207
,
1,0.678966089
,
1,0.686799865
,
1,0.698853081
,
1,0.70182455
,
1,0.578948407
,
1,0.578231578
,
1,0.684088671
,
1,0.702727557
,
1,0.51934117
,
1,0.781677261
,
1,0.578676187
,
1,0.69872279
,
1,0.71494758
,
1,0.659594744
,
1,0.547473979
,
1,0.659816538
,
1,0.541207664
,
1,0.701334496
,
1,0.517788858
,
1,0.704072901
,
1,0.713670198
,
1,0.53025683
,
1,0.679281542
,
1,0.579189448
,
1,0.517937119
,
1,0.678197518
,
1,0.709720942
,
1,0.657297821
,
1,0.678864667
,
1,0.686196345
,
1,0.51808125
,
1,0.593384122
,
1,0.54669548
,
1,0.543301931
,
